0 Untitled
0 Name: prop_Colony2.dat
0 Author: MLCad
0 Unofficial Model
0 ROTATION CENTER 0 0 0 1 "Custom" 
0 ROTATION CONFIG 0 0
1 9 1 -81.46 -108.187 -1 0 0 0 0 1 0 1 0 6222.DAT
1 9 1 -81.461 -84.186 -1 0 0 0 0 1 0 1 0 6222.DAT
1 9 1 -81.459 -60.187 -1 0 0 0 0 1 0 1 0 6222.DAT
1 9 1 -81.46 -36.187 -1 0 0 0 0 1 0 1 0 6222.DAT
1 9 1 -81.459 -12.187 -1 0 0 0 0 1 0 1 0 6222.DAT
1 9 1 -81.46 11.813 -1 0 0 0 0 1 0 1 0 6222.DAT
1 9 1 -81.46 35.814 -1 0 0 0 0 1 0 1 0 6222.DAT
1 3 11 -101.46 -132.186 -1 0 0 0 0 1 0 1 0 2463.DAT
1 15 1 -81.461 -180.186 -1 0 0 0 0 1 0 1 0 3941.DAT
1 7 1 -81.461 -204.187 -1 0 0 0 0 1 0 1 0 6222.DAT
1 7 1 -81.46 -228.187 -1 0 0 0 0 1 0 1 0 4740.DAT
1 12 1 -81.46 -216.186 -1 0 0 0 1 0 0 0 -1 4489.DAT
1 3 21.001 -71.46 -132.187 0 0 -1 -1 0 0 0 1 0 2463.DAT
1 3 -9.001 -61.46 -132.186 1 0 0 0 0 -1 0 1 0 2463.DAT
1 3 -19 -91.46 -132.187 0 0 1 1 0 0 0 1 0 2463.DAT
1 3 -29 -111.46 67.814 0 0 1 1 0 0 0 1 0 2464.DAT
1 3 -29 -51.46 67.814 1 0 0 0 0 -1 0 1 0 2464.DAT
1 3 31 -51.46 67.814 0 0 -1 -1 0 0 0 1 0 2464.DAT
1 3 31 -111.46 67.814 -1 0 0 0 0 1 0 1 0 2464.DAT
1 14 145.089 -76.46 28.715 0 -0.707107 -0.707107 -1 0 0 0 0.707107 -0.707107 30185.DAT
1 14 246.913 -76.459 -73.11 0 -0.707107 -0.707107 -1 0 0 0 0.707107 -0.707107 30185.DAT
1 14 -146.239 -76.46 31.543 0 0.707107 0.707107 1 0 0 0 0.707107 -0.707107 30185.DAT
1 14 -248.062 -76.46 -70.279 0 0.707107 0.707107 1 0 0 0 0.707107 -0.707107 30185.DAT
1 7 -49 -81.46 -28.187 0 1 0 0 0 1 1 0 0 3034.DAT
1 7 47 -81.46 -28.187 0 -1 0 0 0 -1 1 0 0 3034.DAT
1 12 1 -81.46 135.813 0 0 -1 0 1 0 1 0 0 30208.DAT
1 7 21 -81.46 135.813 0 0 -1 0 1 0 1 0 0 3001.DAT
1 7 -29 -81.46 135.813 0 0 -1 0 1 0 1 0 0 3001.DAT
1 15 51 -81.46 165.813 0 0 -1 0 1 0 1 0 0 3963.DAT
1 15 -59 -81.46 165.813 0 0 1 0 1 0 -1 0 0 3963.DAT
1 15 1 -81.46 179.813 0 0 1 1 0 0 0 1 0 4588.DAT
1 15 0 0 0 1 0 0 0 1 0 0 0 1 axis20x.dat
0
