0 Untitled
0 Name: monster_workbot.dat
0 Author: MLCad
0 Unofficial Model
0 ROTATION CENTER 0 0 0 1 "Custom" 
0 ROTATION CONFIG 0 0
0 MLCAD BTG Arm
1 7 -40 -152.335 22.175 1 0 0 0 0.965926 -0.258819 0 0.258819 0.965926 32062.DAT
0 MLCAD BTG Arm
1 7 -40 -171.542 -76.147 1 0 0 0 0.965926 -0.258819 0 0.258819 0.965926 32062.DAT
1 8 0 -104 0 0 0 1 0 1 0 -1 0 0 2850.DAT
1 79694848 -10 -56 0 0 0 1 0 1 0 -1 0 0 3700.DAT
1 79694848 10 -56 0 0 0 1 0 1 0 -1 0 0 3700.DAT
1 80481472 0 -128 0 1 0 0 0 1 0 0 0 1 553.DAT
1 82710240 25 -48 0 0 0 1 0 1 0 -1 0 0 30362.DAT
1 82710240 -25 -48 0 0 0 -1 0 1 0 1 0 0 30362.DAT
0 MLCAD BTG Arm
1 15 -30 -171.542 -76.147 -1 0 0 0 0.965926 0.258819 0 0.258819 -0.965926 741.DAT
0 MLCAD BTG Arm
1 77597184 -30 -114.958 1.759 0 1 0 -0.5 0 -0.866025 -0.866025 0 0.5 32316.DAT
0 MLCAD BTG Arm
1 77597184 -52 -175.406 -77.182 0 -1 0 0.965926 0 -0.258819 0.258819 0 0.965926 32348.DAT
0 GROUP 5 Arm
1 68092144 -1.978 -109.733 -29.206 0.258819 0 0.965926 0.965926 0 -0.258819 0 1 0 4073.DAT
1 82710240 0 0 0 0 0 1 0 1 0 -1 0 0 axis20x.dat
0
